,Storm ID,Name,Date,Year,Status,Max Latitude,Max Longitude,Max Windspeed,Max Pressure,Start Date,End Date,Duration,Landfall,Lf Latitude,Lf Longitude,Lf Windspeed,Nearest City,Storm Category,Category Value
8371,AL082005,HARVEY,2005-08-04 18:00:00,2005,TS,32.0N,62.1W,63.292899999999996,994,2005-08-03 06:00:00,2005-08-08 18:00:00,5 days 12:00:00.000000000,,,,,,Tropical Storm,0
9137,AL082006,GORDON,2006-09-14 00:00:00,2006,HU,27.3N,57.4W,120.83189999999999,955,2006-09-11 12:00:00,2006-09-20 18:00:00,9 days 06:00:00.000000000,,,,,,Category Three,3
9360,AL082007,INGRID,2007-09-14 12:00:00,2007,TS,15.3N,49.9W,46.0312,1004,2007-09-13 06:00:00,2007-09-15 12:00:00,2 days 06:00:00.000000000,,,,,,Tropical Storm,0
10265,AL082008,HANNA,2008-09-02 00:00:00,2008,HU,21.8N,72.3W,86.3085,977,2008-08-28 12:00:00,2008-09-07 00:00:00,9 days 12:00:00.000000000,L,21.8,-72.3,86.3085,"cockburn harbour, tc",Category One,1
10974,AL082010,FIONA,2010-09-01 18:00:00,2010,TS,19.5N,62.5W,63.292899999999996,999,2010-08-30 18:00:00,2010-09-03 18:00:00,4 days 00:00:00.000000000,,,,,,Tropical Storm,0
11418,AL082011,HARVEY,2011-08-20 17:03:00,2011,TS,17.0N,88.3W,63.292899999999996,995,2011-08-19 12:00:00,2011-08-22 02:00:00,2 days 14:00:00.000000000,L,17.0,-88.3,63.292899999999996,"dangriga, bz",Tropical Storm,0
12198,AL082012,GORDON,2012-08-19 00:00:00,2012,HU,34.3N,35.0W,109.32409999999999,965,2012-08-16 00:00:00,2012-08-20 12:00:00,4 days 12:00:00.000000000,L,37.0,-25.1,74.80069999999999,"vila franca do campo, pt",Category Two,2
13022,AL082014,GONZALO,2014-10-16 12:00:00,2014,HU,25.6N,68.7W,143.8475,940,2014-10-12 12:00:00,2014-10-19 12:00:00,7 days 00:00:00.000000000,L,17.1,-61.8,74.80069999999999,"carlisle, ag",Category Four,4
13178,AL082015,HENRI,2015-09-09 18:00:00,2015,TS,30.9N,60.8W,51.78509999999999,1003,2015-09-09 00:00:00,2015-09-11 06:00:00,2 days 06:00:00.000000000,,,,,,Tropical Storm,0
13939,AL082017,GERT,2017-08-16 18:00:00,2017,HU,38.2N,64.1W,109.32409999999999,962,2017-08-13 00:00:00,2017-08-17 12:00:00,4 days 12:00:00.000000000,,,,,,Category Two,2
476,AL091985,GLORIA,1985-09-25 06:00:00,1985,HU,25.1N,70.9W,143.8475,920,1985-09-17 12:00:00,1985-09-27 18:00:00,10 days 06:00:00.000000000,L,35.2,-75.6,103.57019999999999,"elizabeth city, us",Category Four,4
644,AL091986,EARL,1986-09-12 18:00:00,1986,HU,27.2N,55.4W,103.57019999999999,985,1986-09-11 00:00:00,1986-09-18 18:00:00,7 days 18:00:00.000000000,,,,,,Category Two,2
1012,AL091988,HELENE,1988-09-23 18:00:00,1988,HU,15.3N,46.1W,143.8475,938,1988-09-20 06:00:00,1988-09-30 06:00:00,10 days 00:00:00.000000000,,,,,,Category Four,4
1839,AL091990,HORTENSE,1990-08-28 06:00:00,1990,TS,21.7N,43.6W,63.292899999999996,994,1990-08-26 06:00:00,1990-08-29 18:00:00,3 days 12:00:00.000000000,,,,,,Tropical Storm,0
2098,AL091991,FABIAN,1991-10-15 18:00:00,1991,TS,21.2N,83.1W,46.0312,1006,1991-10-15 12:00:00,1991-10-16 12:00:00,1 days 00:00:00.000000000,L,21.5,-82.8,46.0312,"santa fe, cu",Tropical Storm,0
2433,AL091992,EARL,1992-10-01 18:00:00,1992,TS,28.4N,70.3W,63.292899999999996,996,1992-09-29 12:00:00,1992-10-03 06:00:00,3 days 18:00:00.000000000,,,,,,Tropical Storm,0
2683,AL091993,HARVEY,1993-09-20 18:00:00,1993,HU,35.6N,55.2W,74.80069999999999,990,1993-09-20 06:00:00,1993-09-21 12:00:00,1 days 06:00:00.000000000,,,,,,Category One,1
3138,AL091995,HUMBERTO,1995-08-24 18:00:00,1995,HU,15.7N,43.2W,109.32409999999999,968,1995-08-22 06:00:00,1995-09-01 00:00:00,9 days 18:00:00.000000000,,,,,,Category Two,2
3823,AL091996,ISIDORE,1996-09-28 00:00:00,1996,HU,15.8N,42.9W,115.07799999999999,960,1996-09-25 06:00:00,1996-10-01 06:00:00,6 days 00:00:00.000000000,,,,,,Category Three,3
4074,AL091997,GRACE,1997-10-16 00:00:00,1997,TS,21.2N,64.4W,46.0312,999,1997-10-15 00:00:00,1997-10-17 06:00:00,2 days 06:00:00.000000000,,,,,,Tropical Storm,0
4648,AL091998,IVAN,1998-09-26 06:00:00,1998,HU,39.2N,36.3W,92.0624,975,1998-09-20 18:00:00,1998-09-27 00:00:00,6 days 06:00:00.000000000,,,,,,Category One,1
5213,AL091999,GERT,1999-09-16 00:00:00,1999,HU,17.8N,50.8W,149.60139999999998,930,1999-09-12 12:00:00,1999-09-23 06:00:00,10 days 18:00:00.000000000,,,,,,Category Four,4
6362,AL092002,HANNA,2002-09-14 00:00:00,2002,TS,28.0N,89.2W,57.538999999999994,1001,2002-09-12 06:00:00,2002-09-14 15:00:00,2 days 09:00:00.000000000,L,29.1,-89.1,57.538999999999994,"chalmette, us",Tropical Storm,0
7738,AL092004,IVAN,2004-09-11 18:00:00,2004,HU,18.0N,79.0W,166.86309999999997,920,2004-09-03 06:00:00,2004-09-23 18:00:00,20 days 12:00:00.000000000,L,30.2,-87.9,120.83189999999999,"fairhope, us",Category Five,5
8415,AL092005,IRENE,2005-08-16 18:00:00,2005,HU,36.5N,62.0W,103.57019999999999,970,2005-08-07 12:00:00,2005-08-18 12:00:00,11 days 00:00:00.000000000,,,,,,Category Two,2
9182,AL092006,HELENE,2006-09-18 06:00:00,2006,HU,22.0N,49.4W,120.83189999999999,955,2006-09-14 00:00:00,2006-09-24 12:00:00,10 days 12:00:00.000000000,,,,,,Category Three,3
9368,AL092007,HUMBERTO,2007-09-13 06:00:00,2007,HU,29.5N,94.4W,92.0624,985,2007-09-12 12:00:00,2007-09-13 18:00:00,1 days 06:00:00.000000000,L,29.6,-94.3,92.0624,"port arthur, us",Category One,1
10378,AL092008,IKE,2008-09-04 06:00:00,2008,HU,22.4N,55.0W,143.8475,935,2008-09-01 12:00:00,2008-09-14 06:00:00,12 days 18:00:00.000000000,L,21.0,-73.2,126.58579999999999,"port-de-paix, ht",Category Four,4
10728,AL092009,GRACE,2009-10-05 00:00:00,2009,TS,40.2N,21.3W,63.292899999999996,989,2009-10-04 06:00:00,2009-10-06 00:00:00,1 days 18:00:00.000000000,,,,,,Tropical Storm,0
10983,AL092010,GASTON,2010-09-01 12:00:00,2010,TS,12.7N,35.0W,40.2773,1005,2010-09-01 12:00:00,2010-09-01 18:00:00,0 days 06:00:00.000000000,,,,,,Tropical Storm,0
11572,AL092011,IRENE,2011-08-24 12:00:00,2011,HU,21.9N,73.3W,120.83189999999999,957,2011-08-21 00:00:00,2011-08-28 18:00:00,7 days 18:00:00.000000000,L,17.8,-64.6,69.04679999999999,"road town, vg",Category Three,3
12322,AL092012,ISAAC,2012-08-28 18:00:00,2012,HU,28.6N,88.8W,80.5546,972,2012-08-21 18:00:00,2012-08-30 18:00:00,9 days 00:00:00.000000000,L,18.3,-72.7,63.292899999999996,"jacmel, ht",Category One,1
12736,AL092013,HUMBERTO,2013-09-11 18:00:00,2013,HU,17.4N,28.9W,92.0624,979,2013-09-09 06:00:00,2013-09-17 06:00:00,8 days 00:00:00.000000000,,,,,,Category One,1
13078,AL092014,HANNA,2014-10-27 06:00:00,2014,TS,15.0N,82.4W,40.2773,1005,2014-10-27 06:00:00,2014-10-27 16:00:00,0 days 10:00:00.000000000,L,14.9,-83.3,40.2773,"iralaya, hn",Tropical Storm,0
13185,AL092015,NINE,2015-09-11 06:00:00,2015,TS,35.7N,60.3W,46.0312,1010,2015-09-11 06:00:00,2015-09-11 06:00:00,0 days 00:00:00.000000000,,,,,,Tropical Storm,0
13486,AL092016,HERMINE,2016-09-02 00:00:00,2016,HU,29.0N,84.8W,80.5546,983,2016-08-31 06:00:00,2016-09-03 06:00:00,3 days 00:00:00.000000000,L,30.1,-84.1,80.5546,"tallahassee, us",Category One,1
14033,AL092017,HARVEY,2017-08-26 00:00:00,2017,HU,27.8N,96.8W,132.3397,941,2017-08-17 18:00:00,2017-08-30 18:00:00,13 days 00:00:00.000000000,L,13.1,-59.6,46.0312,"bridgetown, bb",Category Four,4
157,AL101984,DIANA,1984-09-12 00:00:00,1984,HU,33.9N,77.7W,132.3397,949,1984-09-08 12:00:00,1984-09-16 00:00:00,7 days 12:00:00.000000000,L,33.9,-78.0,92.0624,"wilmington, us",Category Four,4
503,AL101985,HENRI,1985-09-23 12:00:00,1985,TS,36.0N,74.1W,57.538999999999994,996,1985-09-23 06:00:00,1985-09-24 21:00:00,1 days 15:00:00.000000000,L,40.8,-72.5,40.2773,"mastic, us",Tropical Storm,0
674,AL101986,FRANCES,1986-11-20 12:00:00,1986,HU,27.8N,59.6W,86.3085,1000,1986-11-19 06:00:00,1986-11-21 18:00:00,2 days 12:00:00.000000000,,,,,,Category One,1
762,AL101987,DENNIS,1987-09-11 12:00:00,1987,TS,12.3N,27.7W,51.78509999999999,1001,1987-09-10 12:00:00,1987-09-17 18:00:00,7 days 06:00:00.000000000,,,,,,Tropical Storm,0
1040,AL101988,ISAAC,1988-10-01 00:00:00,1988,TS,11.8N,57.7W,46.0312,1005,1988-09-30 18:00:00,1988-10-01 06:00:00,0 days 12:00:00.000000000,,,,,,Tropical Storm,0
1385,AL101989,GABRIELLE,1989-09-05 00:00:00,1989,HU,19.3N,55.7W,143.8475,944,1989-08-31 00:00:00,1989-09-12 06:00:00,12 days 06:00:00.000000000,,,,,,Category Four,4
1854,AL101990,ISIDORE,1990-09-07 12:00:00,1990,HU,18.5N,37.6W,97.8163,978,1990-09-05 12:00:00,1990-09-17 06:00:00,11 days 18:00:00.000000000,,,,,,Category Two,2
2445,AL101992,FRANCES,1992-10-24 12:00:00,1992,HU,30.6N,58.8W,86.3085,976,1992-10-23 06:00:00,1992-10-27 00:00:00,3 days 18:00:00.000000000,,,,,,Category One,1
3248,AL101995,IRIS,1995-09-01 06:00:00,1995,HU,25.5N,58.8W,109.32409999999999,965,1995-08-22 18:00:00,1995-09-04 06:00:00,12 days 12:00:00.000000000,L,17.0,-61.9,57.538999999999994,"old road, ag",Category Two,2
3840,AL101996,JOSEPHINE,1996-10-07 12:00:00,1996,TS,26.9N,87.3W,69.04679999999999,981,1996-10-06 18:00:00,1996-10-08 03:03:00,1 days 09:03:00.000000000,L,30.0,-83.9,69.04679999999999,"tallahassee, us",Tropical Storm,0
4662,AL101998,JEANNE,1998-09-24 06:00:00,1998,HU,15.9N,33.4W,103.57019999999999,971,1998-09-21 18:00:00,1998-09-30 18:00:00,9 days 00:00:00.000000000,,,,,,Category Two,2
5246,AL101999,HARVEY,1999-09-20 18:00:00,1999,TS,27.0N,85.5W,57.538999999999994,998,1999-09-20 00:00:00,1999-09-22 00:00:00,2 days 00:00:00.000000000,L,25.9,-81.7,57.538999999999994,"naples, us",Tropical Storm,0
5731,AL102000,FLORENCE,2000-09-16 18:00:00,2000,HU,36.1N,61.8W,80.5546,985,2000-09-11 12:00:00,2000-09-17 18:00:00,6 days 06:00:00.000000000,,,,,,Category One,1
6087,AL102001,HUMBERTO,2001-09-26 12:00:00,2001,HU,41.0N,59.2W,103.57019999999999,970,2001-09-22 12:00:00,2001-09-27 18:00:00,5 days 06:00:00.000000000,,,,,,Category Two,2
6417,AL102002,ISIDORE,2002-09-21 18:00:00,2002,HU,21.9N,86.1W,126.58579999999999,946,2002-09-18 06:00:00,2002-09-26 18:00:00,8 days 12:00:00.000000000,L,22.0,-84.1,86.3085,"guane, cu",Category Three,3
6917,AL102003,FABIAN,2003-09-01 18:00:00,2003,HU,19.0N,57.3W,143.8475,944,2003-08-28 12:00:00,2003-09-08 12:00:00,11 days 00:00:00.000000000,,,,,,Category Four,4
8423,AL102005,TEN,2005-08-18 12:00:00,2005,TS,43.3N,48.9W,57.538999999999994,992,2005-08-18 12:00:00,2005-08-18 12:00:00,0 days 00:00:00.000000000,,,,,,Tropical Storm,0
9219,AL102006,ISAAC,2006-10-01 00:00:00,2006,HU,32.0N,59.8W,86.3085,987,2006-09-28 06:00:00,2006-10-02 18:00:00,4 days 12:00:00.000000000,,,,,,Category One,1
10562,AL102008,JOSEPHINE,2008-09-03 06:00:00,2008,TS,13.6N,27.2W,63.292899999999996,994,2008-09-02 06:00:00,2008-09-05 18:00:00,3 days 12:00:00.000000000,,,,,,Tropical Storm,0
10737,AL102009,HENRI,2009-10-07 06:00:00,2009,TS,18.3N,55.7W,51.78509999999999,1005,2009-10-06 06:00:00,2009-10-08 00:00:00,1 days 18:00:00.000000000,,,,,,Tropical Storm,0
10989,AL102010,HERMINE,2010-09-07 02:00:00,2010,TS,25.3N,97.4W,69.04679999999999,989,2010-09-06 06:00:00,2010-09-07 18:00:00,1 days 12:00:00.000000000,L,25.3,-97.4,69.04679999999999,"valle hermoso, mx",Tropical Storm,0
12366,AL102012,JOYCE,2012-08-23 12:00:00,2012,TS,14.8N,41.1W,40.2773,1007,2012-08-23 12:00:00,2012-08-23 18:00:00,0 days 06:00:00.000000000,,,,,,Tropical Storm,0
12761,AL102013,INGRID,2013-09-15 00:00:00,2013,HU,21.6N,94.7W,86.3085,983,2013-09-13 12:00:00,2013-09-16 18:00:00,3 days 06:00:00.000000000,L,23.7,-97.7,63.292899999999996,"soto la marina, mx",Category One,1
13195,AL102015,IDA,2015-09-21 06:00:00,2015,TS,19.7N,47.3W,51.78509999999999,1002,2015-09-19 00:00:00,2015-09-24 00:00:00,5 days 00:00:00.000000000,,,,,,Tropical Storm,0
13507,AL102016,IAN,2016-09-16 06:00:00,2016,TS,44.0N,42.8W,57.538999999999994,994,2016-09-12 06:00:00,2016-09-16 06:00:00,4 days 00:00:00.000000000,,,,,,Tropical Storm,0
178,AL111984,EDOUARD,1984-09-15 00:00:00,1984,TS,20.3N,95.8W,63.292899999999996,998,1984-09-14 06:00:00,1984-09-15 00:00:00,0 days 18:00:00.000000000,,,,,,Tropical Storm,0
516,AL111985,ISABEL,1985-10-08 18:00:00,1985,TS,26.3N,72.0W,69.04679999999999,1002,1985-10-07 06:00:00,1985-10-10 21:00:00,3 days 15:00:00.000000000,L,30.6,-81.4,40.2773,"fernandina beach, us",Tropical Storm,0
1177,AL111988,JOAN,1988-10-22 06:00:00,1988,HU,11.9N,83.2W,143.8475,932,1988-10-11 06:00:00,1988-10-23 06:00:00,12 days 00:00:00.000000000,L,12.1,-61.8,51.78509999999999,"gouyave, gd",Category Four,4
1495,AL111989,HUGO,1989-09-15 18:00:00,1989,HU,14.6N,54.6W,161.1092,918,1989-09-11 18:00:00,1989-09-22 18:00:00,11 days 00:00:00.000000000,L,16.3,-61.3,138.09359999999998,"le moule, gp",Category Five,5
2118,AL111991,GRACE,1991-10-29 14:00:00,1991,HU,31.5N,61.8W,103.57019999999999,982,1991-10-27 18:00:00,1991-10-29 14:00:00,1 days 20:00:00.000000000,,,,,,Category Two,2
2760,AL111994,FLORENCE,1994-11-08 00:00:00,1994,HU,37.0N,49.9W,109.32409999999999,972,1994-11-04 00:00:00,1994-11-08 18:00:00,4 days 18:00:00.000000000,,,,,,Category Two,2
3274,AL111995,JERRY,1995-08-23 12:00:00,1995,TS,26.4N,79.7W,40.2773,1008,1995-08-23 12:00:00,1995-08-24 12:00:00,1 days 00:00:00.000000000,L,27.0,-80.2,40.2773,"hobe sound, us",Tropical Storm,0
3844,AL111996,KYLE,1996-10-11 18:00:00,1996,TS,16.9N,87.1W,51.78509999999999,1002,1996-10-11 18:00:00,1996-10-12 06:00:00,0 days 12:00:00.000000000,,,,,,Tropical Storm,0
4701,AL111998,KARL,1998-09-27 00:00:00,1998,HU,33.9N,47.3W,103.57019999999999,970,1998-09-24 00:00:00,1998-09-28 00:00:00,4 days 00:00:00.000000000,,,,,,Category Two,2
5742,AL112000,GORDON,2000-09-17 06:00:00,2000,HU,26.1N,84.9W,80.5546,981,2000-09-16 00:00:00,2000-09-18 06:00:00,2 days 06:00:00.000000000,L,29.3,-83.2,63.292899999999996,"gainesville, us",Category One,1
6108,AL112001,IRIS,2001-10-09 00:00:00,2001,HU,16.5N,88.0W,143.8475,948,2001-09-27 18:00:00,2001-10-09 06:00:00,11 days 12:00:00.000000000,L,16.3,-88.4,143.8475,"punta gorda, bz",Category Four,4
6483,AL112002,JOSEPHINE,2002-09-18 06:00:00,2002,TS,34.7N,52.7W,40.2773,1009,2002-09-18 06:00:00,2002-09-19 06:00:00,1 days 00:00:00.000000000,,,,,,Tropical Storm,0
6945,AL112003,GRACE,2003-08-30 18:00:00,2003,TS,24.9N,93.3W,40.2773,1009,2003-08-30 18:00:00,2003-08-31 12:00:00,0 days 18:00:00.000000000,L,29.4,-95.1,40.2773,"santa fe, us",Tropical Storm,0
7955,AL112004,JEANNE,2004-09-25 18:00:00,2004,HU,26.9N,78.2W,120.83189999999999,952,2004-09-14 12:00:00,2004-09-27 12:00:00,13 days 00:00:00.000000000,L,18.0,-66.0,69.04679999999999,"patillas, us",Category Three,3
8426,AL112005,JOSE,2005-08-23 03:03:00,2005,TS,19.7N,96.4W,57.538999999999994,998,2005-08-22 18:00:00,2005-08-23 06:00:00,0 days 12:00:00.000000000,L,19.7,-96.4,57.538999999999994,"zempoala, mx",Tropical Storm,0
9372,AL112007,JERRY,2007-09-24 00:00:00,2007,TS,37.1N,46.3W,40.2773,1003,2007-09-24 00:00:00,2007-09-24 12:00:00,0 days 12:00:00.000000000,,,,,,Tropical Storm,0
10586,AL112008,KYLE,2008-09-28 12:00:00,2008,HU,39.4N,68.2W,86.3085,989,2008-09-25 06:00:00,2008-09-29 00:00:00,3 days 18:00:00.000000000,L,43.8,-66.2,74.80069999999999,"yarmouth, ca",Category One,1
10755,AL112009,IDA,2009-11-09 00:00:00,2009,HU,23.0N,86.5W,103.57019999999999,979,2009-11-04 12:00:00,2009-11-10 06:00:00,5 days 18:00:00.000000000,L,12.9,-83.6,80.5546,"laguna de perlas, ni",Category Two,2
11015,AL112010,IGOR,2010-09-15 00:00:00,2010,HU,18.9N,53.5W,155.3553,924,2010-09-08 12:00:00,2010-09-21 15:00:00,13 days 03:00:00.000000000,L,46.6,-53.2,86.3085,"bay roberts, ca",Category Four,4
11773,AL112011,JOSE,2011-08-28 06:00:00,2011,TS,29.8N,65.5W,46.0312,1007,2011-08-27 12:00:00,2011-08-28 18:00:00,1 days 06:00:00.000000000,,,,,,Tropical Storm,0
12377,AL112012,KIRK,2012-08-31 06:00:00,2012,HU,29.6N,50.7W,103.57019999999999,970,2012-08-29 00:00:00,2012-09-02 18:00:00,4 days 18:00:00.000000000,,,,,,Category Two,2
12773,AL112013,JERRY,2013-10-01 00:00:00,2013,TS,27.5N,43.9W,51.78509999999999,1005,2013-09-30 06:00:00,2013-10-03 12:00:00,3 days 06:00:00.000000000,,,,,,Tropical Storm,0
13267,AL112015,JOAQUIN,2015-10-03 12:00:00,2015,HU,25.4N,72.6W,155.3553,934,2015-09-29 00:00:00,2015-10-07 18:00:00,8 days 18:00:00.000000000,L,23.1,-73.7,132.3397,"cockburn town, bs",Category Four,4
13509,AL112016,JULIA,2016-09-13 18:00:00,2016,TS,29.0N,81.2W,51.78509999999999,1010,2016-09-13 12:00:00,2016-09-16 18:00:00,3 days 06:00:00.000000000,,,,,,Tropical Storm,0
14325,AL112017,IRMA,2017-09-05 18:00:00,2017,HU,16.9N,59.2W,178.37089999999998,926,2017-08-30 06:00:00,2017-09-12 00:00:00,12 days 18:00:00.000000000,L,17.7,-61.8,178.37089999999998,"codrington, ag",Category Five,5
183,AL121984,FRAN,1984-09-17 18:00:00,1984,TS,18.4N,27.1W,63.292899999999996,995,1984-09-16 18:00:00,1984-09-20 00:00:00,3 days 06:00:00.000000000,,,,,,Tropical Storm,0
534,AL121985,JUAN,1985-10-28 12:00:00,1985,HU,29.4N,92.0W,86.3085,972,1985-10-26 12:00:00,1985-11-01 06:00:00,5 days 18:00:00.000000000,L,29.5,-91.4,74.80069999999999,"morgan city, us",Category One,1
804,AL121987,EMILY,1987-09-22 18:00:00,1987,HU,16.7N,69.1W,126.58579999999999,958,1987-09-20 18:00:00,1987-09-26 12:00:00,5 days 18:00:00.000000000,L,18.3,-71.0,109.32409999999999,"barahona, do",Category Three,3
1203,AL121988,KEITH,1988-11-21 00:00:00,1988,TS,19.8N,86.1W,69.04679999999999,985,1988-10-23 06:00:00,1988-11-24 12:00:00,32 days 06:00:00.000000000,L,21.2,-86.8,69.04679999999999,"cancun, mx",Tropical Storm,0
1661,AL121989,IRIS,1989-09-19 12:00:00,1989,TS,19.2N,58.2W,69.04679999999999,1001,1989-09-18 00:00:00,1989-09-20 18:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
1918,AL121990,JOSEPHINE,1990-10-05 18:00:00,1990,HU,34.1N,38.4W,86.3085,980,1990-09-24 12:00:00,1990-10-06 12:00:00,12 days 00:00:00.000000000,,,,,,Category One,1
2764,AL121994,GORDON,1994-11-08 18:00:00,1994,HU,44.2N,36.2W,86.3085,982,1994-11-08 18:00:00,1994-11-20 00:00:00,11 days 06:00:00.000000000,L,17.9,-76.8,40.2773,"portmore, jm",Category One,1
3281,AL121995,KAREN,1995-08-28 18:00:00,1995,TS,17.4N,43.6W,51.78509999999999,1001,1995-08-28 06:00:00,1995-09-02 06:00:00,5 days 00:00:00.000000000,,,,,,Tropical Storm,0
3862,AL121996,LILI,1996-10-19 12:00:00,1996,HU,24.4N,74.0W,115.07799999999999,960,1996-10-16 06:00:00,1996-10-27 00:00:00,10 days 18:00:00.000000000,L,22.3,-82.0,97.8163,"batabano, cu",Category Three,3
4723,AL121998,LISA,1998-10-09 12:00:00,1998,HU,41.6N,38.7W,74.80069999999999,995,1998-10-05 06:00:00,1998-10-09 18:00:00,4 days 12:00:00.000000000,,,,,,Category One,1
5750,AL122000,HELENE,2000-09-21 18:00:00,2000,TS,27.1N,87.1W,69.04679999999999,999,2000-09-21 06:00:00,2000-09-25 18:00:00,4 days 12:00:00.000000000,L,30.5,-86.6,40.2773,"wright, us",Tropical Storm,0
6113,AL122001,JERRY,2001-10-07 12:00:00,2001,TS,11.7N,57.7W,51.78509999999999,1007,2001-10-07 00:00:00,2001-10-08 12:00:00,1 days 12:00:00.000000000,,,,,,Tropical Storm,0
6516,AL122002,KYLE,2002-09-26 12:00:00,2002,HU,27.9N,58.3W,86.3085,982,2002-09-23 00:00:00,2002-10-12 12:00:00,19 days 12:00:00.000000000,L,33.0,-79.5,40.2773,"mount pleasant, us",Category One,1
6952,AL122003,HENRI,2003-09-05 18:00:00,2003,TS,28.3N,84.2W,57.538999999999994,997,2003-09-05 06:00:00,2003-09-05 18:00:00,0 days 12:00:00.000000000,,,,,,Tropical Storm,0
8009,AL122004,KARL,2004-09-21 06:00:00,2004,HU,19.6N,47.3W,143.8475,938,2004-09-16 18:00:00,2004-09-24 18:00:00,8 days 00:00:00.000000000,,,,,,Category Four,4
8482,AL122005,KATRINA,2005-08-28 18:00:00,2005,HU,26.3N,88.6W,172.617,902,2005-08-24 12:00:00,2005-08-30 06:00:00,5 days 18:00:00.000000000,L,26.0,-80.1,80.5546,"hollywood, us",Category Five,5
9380,AL122007,KAREN,2007-09-26 12:00:00,2007,HU,11.7N,42.4W,74.80069999999999,988,2007-09-25 06:00:00,2007-09-29 00:00:00,3 days 18:00:00.000000000,,,,,,Category One,1
10589,AL122008,LAURA,2008-09-30 12:00:00,2008,TS,40.6N,48.9W,57.538999999999994,996,2008-09-30 12:00:00,2008-10-01 06:00:00,0 days 18:00:00.000000000,,,,,,Tropical Storm,0
11054,AL122010,JULIA,2010-09-15 12:00:00,2010,HU,17.7N,32.2W,138.09359999999998,948,2010-09-12 18:00:00,2010-09-20 12:00:00,7 days 18:00:00.000000000,,,,,,Category Four,4
11804,AL122011,KATIA,2011-09-06 00:00:00,2011,HU,25.6N,64.0W,138.09359999999998,942,2011-08-30 00:00:00,2011-09-10 06:00:00,11 days 06:00:00.000000000,,,,,,Category Four,4
12412,AL122012,LESLIE,2012-09-05 12:00:00,2012,HU,25.6N,62.8W,80.5546,982,2012-08-30 12:00:00,2012-09-11 06:00:00,11 days 18:00:00.000000000,,,,,,Category One,1
12785,AL122013,KAREN,2013-10-03 12:00:00,2013,TS,22.1N,87.4W,63.292899999999996,1004,2013-10-03 06:00:00,2013-10-05 18:00:00,2 days 12:00:00.000000000,,,,,,Tropical Storm,0
13330,AL122015,KATE,2015-11-11 12:00:00,2015,HU,36.2N,62.5W,86.3085,980,2015-11-09 06:00:00,2015-11-11 18:00:00,2 days 12:00:00.000000000,,,,,,Category One,1
13556,AL122016,KARL,2016-09-25 06:00:00,2016,TS,35.8N,55.1W,69.04679999999999,990,2016-09-15 06:00:00,2016-09-25 06:00:00,10 days 00:00:00.000000000,,,,,,Tropical Storm,0
14569,AL122017,JOSE,2017-09-08 18:00:00,2017,HU,16.4N,57.8W,155.3553,939,2017-09-05 12:00:00,2017-09-22 12:00:00,17 days 00:00:00.000000000,,,,,,Category Four,4
