,Storm ID,Name,Date,Year,Status,Max Latitude,Max Longitude,Max Windspeed,Max Pressure,Start Date,End Date,Duration,Landfall,Lf Latitude,Lf Longitude,Lf Windspeed,Nearest City,Storm Category,Category Value
193,AL131984,GUSTAV,1984-09-18 18:00:00,1984,TS,32.1N,64.7W,51.78509999999999,1006,1984-09-18 18:00:00,1984-09-19 06:00:00,0 days 12:00:00.000000000,,,,,,Tropical Storm,0
570,AL131985,KATE,1985-11-20 12:00:00,1985,HU,25.2N,85.3W,120.83189999999999,956,1985-11-15 18:00:00,1985-11-23 12:00:00,7 days 18:00:00.000000000,L,30.0,-85.4,97.8163,"callaway, us",Category Three,3
848,AL131987,FLOYD,1987-10-12 12:00:00,1987,HU,24.0N,82.9W,74.80069999999999,993,1987-10-10 12:00:00,1987-10-13 12:00:00,3 days 00:00:00.000000000,L,25.1,-80.5,74.80069999999999,"key largo, us",Category One,1
1930,AL131990,KLAUS,1990-10-05 12:00:00,1990,HU,17.2N,61.2W,80.5546,985,1990-10-03 18:00:00,1990-10-09 12:00:00,5 days 18:00:00.000000000,,,,,,Category One,1
3321,AL131995,LUIS,1995-09-03 06:00:00,1995,HU,17.4N,51.8W,138.09359999999998,948,1995-08-29 00:00:00,1995-09-11 06:00:00,13 days 06:00:00.000000000,L,17.5,-61.7,132.3397,"codrington, ag",Category Four,4
3897,AL131996,MARCO,1996-11-20 06:00:00,1996,HU,13.8N,78.5W,74.80069999999999,983,1996-11-19 06:00:00,1996-11-26 06:00:00,7 days 00:00:00.000000000,,,,,,Category One,1
4773,AL131998,MITCH,1998-10-26 18:00:00,1998,HU,16.9N,83.1W,178.37089999999998,905,1998-10-22 18:00:00,1998-11-05 12:00:00,13 days 18:00:00.000000000,L,15.9,-85.7,80.5546,"santa rosa de aguan, hn",Category Five,5
5342,AL131999,IRENE,1999-10-18 06:00:00,1999,HU,34.8N,75.2W,109.32409999999999,964,1999-10-13 12:00:00,1999-10-19 00:00:00,5 days 12:00:00.000000000,L,21.3,-82.9,69.04679999999999,"santa fe, cu",Category Two,2
5791,AL132000,ISAAC,2000-09-28 18:00:00,2000,HU,26.6N,54.2W,138.09359999999998,943,2000-09-22 00:00:00,2000-10-01 12:00:00,9 days 12:00:00.000000000,,,,,,Category Four,4
6122,AL132001,KAREN,2001-10-14 06:00:00,2001,HU,38.6N,63.7W,80.5546,982,2001-10-13 06:00:00,2001-10-15 12:00:00,2 days 06:00:00.000000000,L,44.2,-64.8,46.0312,"liverpool, ca",Category One,1
6756,AL132002,LILI,2002-10-02 20:01:03,2002,HU,25.9N,89.9W,143.8475,938,2002-09-23 00:00:00,2002-10-12 12:00:00,19 days 12:00:00.000000000,L,19.7,-79.8,74.80069999999999,"bodden town, ky",Category Four,4
6975,AL132003,ISABEL,2003-09-11 18:00:00,2003,HU,21.5N,54.8W,166.86309999999997,915,2003-09-06 06:00:00,2003-09-19 06:00:00,13 days 00:00:00.000000000,L,34.9,-76.2,103.57019999999999,"havelock, us",Category Five,5
8067,AL132004,LISA,2004-10-02 06:00:00,2004,HU,40.3N,41.6W,74.80069999999999,987,2004-09-20 12:00:00,2004-10-03 00:00:00,12 days 12:00:00.000000000,,,,,,Category One,1
8509,AL132005,LEE,2005-08-31 12:00:00,2005,TS,29.0N,50.4W,40.2773,1006,2005-08-31 12:00:00,2005-08-31 18:00:00,0 days 06:00:00.000000000,,,,,,Tropical Storm,0
9393,AL132007,LORENZO,2007-09-28 00:00:00,2007,HU,20.5N,96.3W,80.5546,990,2007-09-27 12:00:00,2007-09-28 06:00:00,0 days 18:00:00.000000000,L,20.5,-97.0,74.80069999999999,"tecolutla, mx",Category One,1
10595,AL132008,MARCO,2008-10-07 00:00:00,2008,TS,19.7N,95.2W,63.292899999999996,998,2008-10-06 12:00:00,2008-10-07 12:00:00,1 days 00:00:00.000000000,L,19.9,-96.5,63.292899999999996,"emilio carranza, mx",Tropical Storm,0
11099,AL132010,KARL,2010-09-17 12:00:00,2010,HU,19.6N,95.6W,126.58579999999999,956,2010-09-14 18:00:00,2010-09-18 00:00:00,3 days 06:00:00.000000000,L,18.5,-87.8,63.292899999999996,"calderitas, mx",Category Three,3
11825,AL132011,LEE,2011-09-03 06:00:00,2011,TS,28.5N,91.8W,51.78509999999999,997,2011-09-02 12:00:00,2011-09-03 06:00:00,0 days 18:00:00.000000000,,,,,,Tropical Storm,0
12445,AL132012,MICHAEL,2012-09-06 12:00:00,2012,HU,29.9N,41.4W,115.07799999999999,964,2012-09-04 06:00:00,2012-09-11 12:00:00,7 days 06:00:00.000000000,,,,,,Category Three,3
12800,AL132013,LORENZO,2013-10-22 12:00:00,2013,TS,29.4N,52.4W,51.78509999999999,1000,2013-10-21 12:00:00,2013-10-23 18:00:00,2 days 06:00:00.000000000,,,,,,Tropical Storm,0
13560,AL132016,LISA,2016-09-21 06:00:00,2016,TS,17.2N,31.7W,51.78509999999999,1002,2016-09-20 12:00:00,2016-09-24 18:00:00,4 days 06:00:00.000000000,,,,,,Tropical Storm,0
14635,AL132017,KATIA,2017-09-08 18:00:00,2017,HU,21.1N,96.2W,103.57019999999999,972,2017-09-06 06:00:00,2017-09-09 06:00:00,3 days 00:00:00.000000000,L,20.6,-97.1,74.80069999999999,"tecolutla, mx",Category Two,2
201,AL141984,HORTENSE,1984-09-25 18:00:00,1984,HU,29.7N,60.8W,74.80069999999999,996,1984-09-19 06:00:00,1984-10-02 18:00:00,13 days 12:00:00.000000000,,,,,,Category One,1
1680,AL141989,JERRY,1989-10-16 00:00:00,1989,HU,29.1N,95.0W,86.3085,983,1989-10-13 00:00:00,1989-10-16 06:00:00,3 days 06:00:00.000000000,L,29.2,-95.0,86.3085,"la marque, us",Category One,1
1946,AL141990,LILI,1990-10-11 00:00:00,1990,HU,31.2N,55.9W,74.80069999999999,987,1990-10-09 12:00:00,1990-10-14 18:00:00,5 days 06:00:00.000000000,,,,,,Category One,1
4882,AL141998,NICOLE,1998-12-01 00:00:00,1998,HU,35.1N,37.9W,86.3085,979,1998-11-24 06:00:00,1998-12-01 12:00:00,7 days 06:00:00.000000000,,,,,,Category One,1
5380,AL141999,JOSE,1999-10-20 12:00:00,1999,HU,16.8N,61.1W,97.8163,980,1999-10-18 06:00:00,1999-10-25 06:00:00,7 days 00:00:00.000000000,L,17.1,-61.7,92.0624,"freetown, ag",Category Two,2
5812,AL142000,JOYCE,2000-09-28 06:00:00,2000,HU,12.2N,42.5W,92.0624,975,2000-09-26 00:00:00,2000-10-01 12:00:00,5 days 12:00:00.000000000,,,,,,Category One,1
6128,AL142001,LORENZO,2001-10-30 00:00:00,2001,TS,28.5N,44.6W,40.2773,1007,2001-10-30 00:00:00,2001-10-31 06:00:00,1 days 06:00:00.000000000,,,,,,Tropical Storm,0
8072,AL142004,MATTHEW,2004-10-09 00:00:00,2004,TS,24.6N,93.7W,46.0312,1000,2004-10-08 18:00:00,2004-10-10 11:00:00,1 days 17:00:00.000000000,L,29.2,-91.0,40.2773,"houma, us",Tropical Storm,0
8525,AL142005,MARIA,2005-09-06 00:00:00,2005,HU,32.6N,56.6W,115.07799999999999,962,2005-09-02 12:00:00,2005-09-10 06:00:00,7 days 18:00:00.000000000,,,,,,Category Three,3
9396,AL142007,MELISSA,2007-09-29 06:00:00,2007,TS,14.5N,27.4W,40.2773,1006,2007-09-29 06:00:00,2007-09-30 00:00:00,0 days 18:00:00.000000000,,,,,,Tropical Storm,0
10598,AL142008,NANA,2008-10-12 12:00:00,2008,TS,16.0N,37.1W,40.2773,1006,2008-10-12 12:00:00,2008-10-13 06:00:00,0 days 18:00:00.000000000,,,,,,Tropical Storm,0
11123,AL142010,LISA,2010-09-25 00:00:00,2010,HU,20.4N,27.8W,86.3085,982,2010-09-21 00:00:00,2010-09-26 06:00:00,5 days 06:00:00.000000000,,,,,,Category One,1
11858,AL142011,MARIA,2011-09-16 00:00:00,2011,HU,36.8N,64.8W,80.5546,984,2011-09-07 00:00:00,2011-09-16 18:03:00,9 days 18:03:00.000000000,L,47.0,-53.5,69.04679999999999,"bay roberts, ca",Category One,1
12535,AL142012,NADINE,2012-09-30 12:00:00,2012,HU,36.8N,38.3W,92.0624,978,2012-09-12 00:00:00,2012-10-03 18:00:00,21 days 18:00:00.000000000,,,,,,Category One,1
12811,AL142013,MELISSA,2013-11-21 12:00:00,2013,TS,39.9N,36.6W,63.292899999999996,980,2013-11-20 06:00:00,2013-11-21 18:00:00,1 days 12:00:00.000000000,,,,,,Tropical Storm,0
13615,AL142016,MATTHEW,2016-10-01 00:00:00,2016,HU,13.4N,71.9W,166.86309999999997,942,2016-09-28 12:00:00,2016-10-09 06:00:00,10 days 18:00:00.000000000,L,18.3,-74.3,149.60139999999998,"jeremie, ht",Category Five,5
14664,AL142017,LEE,2017-09-27 12:00:00,2017,HU,30.3N,56.6W,115.07799999999999,963,2017-09-16 12:00:00,2017-09-30 00:00:00,13 days 12:00:00.000000000,,,,,,Category Three,3
234,AL151984,ISIDORE,1984-09-27 06:00:00,1984,TS,25.8N,79.1W,57.538999999999994,1000,1984-09-26 12:00:00,1984-10-02 18:00:00,6 days 06:00:00.000000000,,,,,,Tropical Storm,0
1685,AL151989,KAREN,1989-11-30 12:00:00,1989,TS,20.8N,83.4W,57.538999999999994,1001,1989-11-30 00:00:00,1989-12-04 00:00:00,4 days 00:00:00.000000000,,,,,,Tropical Storm,0
1966,AL151990,MARCO,1990-10-11 06:00:00,1990,TS,26.7N,82.6W,63.292899999999996,989,1990-10-10 06:00:00,1990-10-11 18:00:00,1 days 12:00:00.000000000,,,,,,Tropical Storm,0
3370,AL151995,MARILYN,1995-09-16 18:00:00,1995,HU,19.7N,66.4W,115.07799999999999,950,1995-09-13 00:00:00,1995-09-22 00:00:00,9 days 00:00:00.000000000,L,15.5,-61.3,80.5546,"marigot, dm",Category Three,3
5424,AL151999,KATRINA,1999-10-29 18:00:00,1999,TS,13.2N,82.9W,40.2773,1000,1999-10-29 18:00:00,1999-10-30 00:00:00,0 days 06:00:00.000000000,L,13.8,-83.4,40.2773,"puerto cabezas, ni",Tropical Storm,0
5844,AL152000,KEITH,2000-10-01 06:00:00,2000,HU,17.9N,87.2W,138.09359999999998,941,2000-09-29 18:00:00,2000-10-06 00:00:00,6 days 06:00:00.000000000,L,17.9,-88.0,74.80069999999999,"san pedro, bz",Category Four,4
6194,AL152001,MICHELLE,2001-11-04 06:00:00,2001,HU,20.1N,83.3W,138.09359999999998,944,2001-10-31 06:00:00,2001-11-05 18:00:00,5 days 12:00:00.000000000,L,21.5,-81.8,138.09359999999998,"santa fe, cu",Category Four,4
7018,AL152003,JUAN,2003-09-27 18:00:00,2003,HU,35.5N,63.2W,103.57019999999999,969,2003-09-25 00:00:00,2003-09-29 12:00:00,4 days 12:00:00.000000000,L,44.4,-63.8,97.8163,"halifax, ca",Category Two,2
8555,AL152005,NATE,2005-09-09 00:00:00,2005,HU,32.6N,61.1W,92.0624,979,2005-09-06 00:00:00,2005-09-10 12:00:00,4 days 12:00:00.000000000,,,,,,Category One,1
10611,AL152008,OMAR,2008-10-16 06:00:00,2008,HU,18.2N,63.9W,132.3397,958,2008-10-14 00:00:00,2008-10-18 06:00:00,4 days 06:00:00.000000000,,,,,,Category Four,4
11137,AL152010,MATTHEW,2010-09-24 18:00:00,2010,TS,14.6N,83.0W,57.538999999999994,998,2010-09-23 18:00:00,2010-09-25 15:00:00,1 days 21:00:00.000000000,L,14.7,-83.3,57.538999999999994,"iralaya, hn",Tropical Storm,0
11873,AL152011,NATE,2011-09-08 18:00:00,2011,HU,19.7N,92.3W,74.80069999999999,995,2011-09-07 18:00:00,2011-09-16 18:03:00,9 days 00:03:00.000000000,L,47.0,-53.5,69.04679999999999,"bay roberts, ca",Category One,1
12552,AL152012,OSCAR,2012-10-04 12:00:00,2012,TS,20.2N,42.0W,51.78509999999999,998,2012-10-03 18:00:00,2012-10-05 12:00:00,1 days 18:00:00.000000000,,,,,,Tropical Storm,0
13799,AL152016,NICOLE,2016-10-13 06:00:00,2016,HU,30.6N,66.2W,138.09359999999998,950,2016-10-04 06:00:00,2016-10-18 06:00:00,14 days 00:00:00.000000000,,,,,,Category Four,4
14703,AL152017,MARIA,2017-09-20 00:00:00,2017,HU,17.0N,64.3W,172.617,909,2017-09-16 18:00:00,2017-09-30 12:00:00,13 days 18:00:00.000000000,L,15.4,-61.3,166.86309999999997,"castle bruce, dm",Category Five,5
263,AL161984,JOSEPHINE,1984-10-12 00:00:00,1984,HU,31.4N,71.7W,103.57019999999999,970,1984-10-08 12:00:00,1984-10-18 12:00:00,10 days 00:00:00.000000000,,,,,,Category Two,2
1975,AL161990,NANA,1990-10-18 06:00:00,1990,HU,24.1N,63.8W,86.3085,990,1990-10-16 18:00:00,1990-10-20 18:00:00,4 days 00:00:00.000000000,,,,,,Category One,1
3398,AL161995,NOEL,1995-09-28 18:00:00,1995,HU,15.2N,42.6W,74.80069999999999,987,1995-09-27 12:00:00,1995-10-07 00:00:00,9 days 12:00:00.000000000,,,,,,Category One,1
5491,AL161999,LENNY,1999-11-17 18:00:00,1999,HU,17.4N,64.8W,155.3553,933,1999-11-14 12:00:00,1999-11-21 00:00:00,6 days 12:00:00.000000000,L,17.4,-64.8,155.3553,"vieques, us",Category Four,4
5904,AL162000,LESLIE,2000-10-06 06:00:00,2000,TS,30.6N,73.1W,46.0312,1006,2000-10-05 12:00:00,2000-10-07 12:00:00,2 days 00:00:00.000000000,,,,,,Tropical Storm,0
6226,AL162001,NOEL,2001-11-05 12:00:00,2001,HU,37.8N,50.3W,74.80069999999999,986,2001-11-05 12:00:00,2001-11-06 06:00:00,0 days 18:00:00.000000000,,,,,,Category One,1
7056,AL162003,KATE,2003-10-04 18:00:00,2003,HU,30.2N,54.0W,126.58579999999999,952,2003-09-27 18:00:00,2003-10-07 18:00:00,10 days 00:00:00.000000000,,,,,,Category Three,3
8079,AL162004,OTTO,2004-11-30 18:00:00,2004,TS,31.7N,51.0W,46.0312,997,2004-11-30 18:00:00,2004-12-02 06:00:00,1 days 12:00:00.000000000,,,,,,Tropical Storm,0
8578,AL162005,OPHELIA,2005-09-11 06:00:00,2005,HU,31.7N,75.9W,86.3085,978,2005-09-07 06:00:00,2005-09-17 18:00:00,10 days 12:00:00.000000000,,,,,,Category One,1
9484,AL162007,NOEL,2007-11-02 00:00:00,2007,HU,26.4N,76.5W,80.5546,981,2007-10-28 12:00:00,2007-11-02 18:00:00,5 days 06:00:00.000000000,L,18.1,-72.5,51.78509999999999,"jacmel, ht",Category One,1
11150,AL162010,NICOLE,2010-09-28 18:00:00,2010,TS,21.0N,82.7W,46.0312,999,2010-09-28 12:00:00,2010-09-29 12:00:00,1 days 00:00:00.000000000,,,,,,Tropical Storm,0
11934,AL162011,OPHELIA,2011-10-02 00:00:00,2011,HU,32.8N,62.5W,138.09359999999998,940,2011-09-21 00:00:00,2011-10-03 06:00:00,12 days 06:00:00.000000000,,,,,,Category Four,4
12557,AL162012,PATTY,2012-10-05 12:00:00,2012,TS,23.5N,37.8W,51.78509999999999,994,2012-10-05 12:00:00,2012-10-13 00:00:00,7 days 12:00:00.000000000,,,,,,Tropical Storm,0
13834,AL162016,OTTO,2016-11-24 12:00:00,2016,HU,11.0N,83.0W,115.07799999999999,975,2016-11-21 06:00:00,2016-11-26 06:00:00,5 days 00:00:00.000000000,L,11.0,-83.8,115.07799999999999,"pital, cr",Category Three,3
14820,AL162017,NATE,2017-10-07 12:00:00,2017,HU,25.7N,87.9W,92.0624,986,2017-10-05 06:00:00,2017-10-08 12:00:00,3 days 06:00:00.000000000,L,13.9,-83.5,40.2773,"puerto cabezas, ni",Category One,1
3448,AL171995,OPAL,1995-10-04 10:00:00,1995,HU,26.6N,88.8W,149.60139999999998,916,1995-09-30 12:00:00,1995-10-05 06:00:00,4 days 18:00:00.000000000,L,30.3,-87.1,115.07799999999999,"pensacola, us",Category Four,4
5921,AL172000,MICHAEL,2000-10-19 18:00:00,2000,HU,44.0N,58.5W,97.8163,965,2000-10-17 00:00:00,2000-10-19 18:00:00,2 days 18:00:00.000000000,,,,,,Category Two,2
6241,AL172001,OLGA,2001-11-27 06:00:00,2001,HU,32.6N,57.0W,92.0624,973,2001-11-24 12:00:00,2001-12-03 18:00:00,9 days 06:00:00.000000000,,,,,,Category One,1
7074,AL172003,LARRY,2003-10-03 00:00:00,2003,TS,20.5N,94.0W,63.292899999999996,993,2003-10-01 18:00:00,2003-10-06 00:00:00,4 days 06:00:00.000000000,L,18.4,-93.5,57.538999999999994,"tecolutilla, mx",Tropical Storm,0
8614,AL172005,PHILIPPE,2005-09-20 00:00:00,2005,HU,17.7N,56.6W,80.5546,985,2005-09-17 18:00:00,2005-09-23 06:00:00,5 days 12:00:00.000000000,,,,,,Category One,1
9500,AL172007,OLGA,2007-12-11 18:00:00,2007,TS,18.5N,68.4W,57.538999999999994,1003,2007-12-11 18:00:00,2007-12-12 12:00:00,0 days 18:00:00.000000000,L,18.5,-68.4,57.538999999999994,"higuey, do",Tropical Storm,0
10629,AL172008,PALOMA,2008-11-08 12:00:00,2008,HU,19.8N,79.6W,143.8475,944,2008-11-06 06:00:00,2008-11-09 12:00:00,3 days 06:00:00.000000000,L,20.7,-78.0,97.8163,"santa cruz del sur, cu",Category Four,4
11160,AL172010,OTTO,2010-10-09 00:00:00,2010,HU,27.2N,61.7W,86.3085,976,2010-10-07 12:00:00,2010-10-10 00:00:00,2 days 12:00:00.000000000,,,,,,Category One,1
11987,AL172011,PHILIPPE,2011-10-06 18:00:00,2011,HU,28.2N,59.7W,92.0624,977,2011-09-24 12:00:00,2011-10-08 12:00:00,14 days 00:00:00.000000000,,,,,,Category One,1
12579,AL172012,RAFAEL,2012-10-16 00:00:00,2012,HU,24.6N,65.6W,92.0624,974,2012-10-12 18:00:00,2012-10-17 12:00:00,4 days 18:00:00.000000000,,,,,,Category One,1
14859,AL172017,OPHELIA,2017-10-14 12:00:00,2017,HU,34.2N,27.7W,115.07799999999999,959,2017-10-09 06:00:00,2017-10-15 18:00:00,6 days 12:00:00.000000000,,,,,,Category Three,3
298,AL181984,KLAUS,1984-11-08 18:00:00,1984,HU,19.9N,61.4W,92.0624,984,1984-11-06 18:00:00,1984-11-12 12:00:00,5 days 18:00:00.000000000,,,,,,Category One,1
3456,AL181995,PABLO,1995-10-06 00:00:00,1995,TS,11.5N,41.9W,57.538999999999994,997,1995-10-05 12:00:00,1995-10-08 06:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
5924,AL182000,NADINE,2000-10-21 00:00:00,2000,TS,32.4N,55.2W,57.538999999999994,999,2000-10-20 12:00:00,2000-10-21 18:00:00,1 days 06:00:00.000000000,,,,,,Tropical Storm,0
7088,AL182003,MINDY,2003-10-10 18:00:00,2003,TS,19.1N,68.8W,46.0312,1004,2003-10-10 18:00:00,2003-10-12 00:00:00,1 days 06:00:00.000000000,,,,,,Tropical Storm,0
8642,AL182005,RITA,2005-09-22 03:00:00,2005,HU,24.7N,87.3W,178.37089999999998,895,2005-09-18 18:00:00,2005-09-25 00:00:00,6 days 06:00:00.000000000,L,29.7,-93.7,115.07799999999999,"port arthur, us",Category Five,5
11177,AL182010,PAULA,2010-10-12 18:00:00,2010,HU,18.8N,85.9W,103.57019999999999,981,2010-10-11 06:00:00,2010-10-15 00:00:00,3 days 18:00:00.000000000,L,15.0,-83.2,51.78509999999999,"iralaya, hn",Category Two,2
12002,AL182011,RINA,2011-10-25 18:00:00,2011,HU,17.3N,84.2W,115.07799999999999,971,2011-10-24 00:00:00,2011-10-28 12:00:00,4 days 12:00:00.000000000,L,20.5,-87.2,57.538999999999994,"playa del carmen, mx",Category Three,3
12608,AL182012,SANDY,2012-10-25 05:02:05,2012,HU,20.0N,76.0W,115.07799999999999,954,2012-10-22 18:00:00,2012-10-29 18:00:00,7 days 00:00:00.000000000,L,17.9,-76.6,86.3085,"morant bay, jm",Category Three,3
14865,AL182017,PHILIPPE,2017-10-28 18:00:00,2017,TS,21.3N,82.4W,40.2773,1000,2017-10-28 18:00:00,2017-10-28 22:00:00,0 days 04:00:00.000000000,L,22.2,-81.6,40.2773,"alacranes, cu",Tropical Storm,0
3474,AL191995,ROXANNE,1995-10-10 21:05:02,1995,HU,20.0N,86.7W,115.07799999999999,956,1995-10-09 00:00:00,1995-10-18 18:00:00,9 days 18:00:00.000000000,L,20.0,-87.6,115.07799999999999,"tulum, mx",Category Three,3
7105,AL192003,NICHOLAS,2003-10-17 12:00:00,2003,TS,15.5N,48.0W,69.04679999999999,990,2003-10-14 18:00:00,2003-10-23 00:00:00,8 days 06:00:00.000000000,,,,,,Tropical Storm,0
11213,AL192010,RICHARD,2010-10-25 00:00:00,2010,HU,17.2N,88.2W,97.8163,977,2010-10-21 12:00:00,2010-10-25 12:00:00,4 days 00:00:00.000000000,L,17.2,-88.3,97.8163,"dangriga, bz",Category Two,2
12018,AL192011,SEAN,2011-11-09 12:00:00,2011,TS,27.9N,70.4W,63.292899999999996,994,2011-11-08 18:00:00,2011-11-11 18:00:00,3 days 00:00:00.000000000,,,,,,Tropical Storm,0
12652,AL192012,TONY,2012-10-24 12:00:00,2012,TS,27.9N,46.8W,51.78509999999999,1000,2012-10-24 00:00:00,2012-10-25 12:00:00,1 days 12:00:00.000000000,,,,,,Tropical Storm,0
14872,AL192017,RINA,2017-11-08 06:00:00,2017,TS,36.4N,48.7W,57.538999999999994,996,2017-11-07 00:00:00,2017-11-09 00:00:00,2 days 00:00:00.000000000,,,,,,Tropical Storm,0
314,AL201984,LILI,1984-12-20 12:00:00,1984,HU,31.1N,52.4W,80.5546,980,1984-12-20 12:00:00,1984-12-24 00:00:00,3 days 12:00:00.000000000,,,,,,Category One,1
3515,AL201995,SEBASTIEN,1995-10-22 18:00:00,1995,TS,21.5N,58.5W,63.292899999999996,1001,1995-10-21 00:00:00,1995-10-23 18:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
7134,AL202003,ODETTE,2003-12-06 06:00:00,2003,TS,15.9N,72.5W,63.292899999999996,995,2003-12-04 18:00:00,2003-12-07 12:00:00,2 days 18:00:00.000000000,L,17.8,-71.5,57.538999999999994,"pedernales, do",Tropical Storm,0
8674,AL202005,STAN,2005-10-04 12:00:00,2005,HU,18.6N,94.9W,80.5546,977,2005-10-02 06:00:00,2005-10-04 18:00:00,2 days 12:00:00.000000000,L,19.6,-87.5,40.2773,"tulum, mx",Category One,1
11221,AL202010,SHARY,2010-10-30 00:00:00,2010,HU,31.3N,64.0W,74.80069999999999,990,2010-10-29 00:00:00,2010-10-30 12:00:00,1 days 12:00:00.000000000,,,,,,Category One,1
3533,AL211995,TANYA,1995-10-30 18:00:00,1995,HU,33.8N,51.8W,86.3085,977,1995-10-27 12:00:00,1995-11-01 18:00:00,5 days 06:00:00.000000000,,,,,,Category One,1
7143,AL212003,PETER,2003-12-09 18:00:00,2003,TS,21.0N,37.0W,69.04679999999999,990,2003-12-09 06:00:00,2003-12-10 06:00:00,1 days 00:00:00.000000000,,,,,,Tropical Storm,0
11245,AL212010,TOMAS,2010-10-30 20:00:00,2010,HU,13.4N,61.2W,97.8163,987,2010-10-29 12:00:00,2010-11-07 18:00:00,9 days 06:00:00.000000000,L,13.0,-59.5,69.04679999999999,"oistins, bb",Category Two,2
8680,AL222005,TAMMY,2005-10-05 18:00:00,2005,TS,29.5N,80.9W,51.78509999999999,1001,2005-10-05 06:00:00,2005-10-06 06:00:00,1 days 00:00:00.000000000,L,30.4,-81.4,51.78509999999999,"atlantic beach, us",Tropical Storm,0
8685,AL242005,VINCE,2005-10-09 18:00:00,2005,HU,34.1N,18.9W,74.80069999999999,988,2005-10-09 12:00:00,2005-10-10 18:00:00,1 days 06:00:00.000000000,,,,,,Category One,1
8717,AL252005,WILMA,2005-10-19 12:00:00,2005,HU,17.3N,82.8W,184.1248,882,2005-10-17 06:00:00,2005-10-25 18:00:00,8 days 12:00:00.000000000,L,20.6,-86.8,149.60139999999998,"cozumel, mx",Category Five,5
8805,AL262005,ALPHA,2005-10-23 00:00:00,2005,TS,17.3N,69.6W,51.78509999999999,1000,2005-10-22 18:00:00,2005-10-23 12:00:00,0 days 18:00:00.000000000,L,18.3,-71.3,51.78509999999999,"cabral, do",Tropical Storm,0
8821,AL272005,BETA,2005-10-30 06:00:00,2005,HU,13.3N,83.1W,115.07799999999999,962,2005-10-27 06:00:00,2005-10-30 18:00:00,3 days 12:00:00.000000000,L,12.9,-83.5,103.57019999999999,"laguna de perlas, ni",Category Three,3
8829,AL282005,GAMMA,2005-11-19 12:00:00,2005,TS,16.1N,85.4W,51.78509999999999,1002,2005-11-15 06:00:00,2005-11-20 06:00:00,5 days 00:00:00.000000000,,,,,,Tropical Storm,0
8837,AL292005,DELTA,2005-11-24 12:00:00,2005,TS,24.8N,39.0W,69.04679999999999,980,2005-11-23 12:00:00,2005-11-28 06:00:00,4 days 18:00:00.000000000,,,,,,Tropical Storm,0
8877,AL302005,EPSILON,2005-12-05 06:00:00,2005,HU,34.0N,36.7W,86.3085,981,2005-11-29 06:00:00,2005-12-08 06:00:00,9 days 00:00:00.000000000,,,,,,Category One,1
8900,AL312005,ZETA,2006-01-01 18:00:00,2006,TS,25.0N,38.6W,63.292899999999996,994,2005-12-30 06:00:00,2006-01-06 00:00:00,6 days 18:00:00.000000000,,,,,,Tropical Storm,0
